,type,Bathrooms,rooms_available,Electricity,Internet,cluster
735,2,0.125,0.15384615384615385,0,0,2
737,3,0.0,0.5384615384615385,1,1,1
738,3,0.0,0.38461538461538464,1,1,1
739,3,0.0,0.15384615384615385,1,1,1
740,3,0.125,0.3076923076923077,1,1,1
741,3,0.125,0.0,1,1,1
742,3,0.0,0.38461538461538464,1,1,1
743,3,0.125,0.38461538461538464,1,1,1
744,3,0.125,0.3076923076923077,1,1,1
745,3,0.125,0.3076923076923077,1,1,1
746,1,0.0,0.0,1,1,3
747,1,0.0,0.0,1,1,3
750,1,0.0,0.0,1,1,3
751,1,0.0,0.0,1,1,3
752,1,0.0,0.0,1,1,3
768,1,0.0,0.0,1,1,3
769,1,0.0,0.0,1,1,3
773,1,0.0,0.0,1,1,3
779,1,0.0,0.0,1,1,3
780,1,0.0,0.0,1,1,3
781,1,0.0,0.0,1,1,3
782,1,0.0,0.0,1,1,3
785,1,0.0,0.0,1,1,3
798,1,0.0,0.0,1,1,3
799,1,0.0,0.0,1,1,3
801,1,0.0,0.0,1,1,3
802,1,0.0,0.0,1,1,3
805,1,0.0,0.0,1,1,3
806,1,0.0,0.0,1,1,3
812,1,0.0,0.0,1,1,3
813,1,0.0,0.0,1,1,3
824,1,0.0,0.0,1,1,3
831,1,0.0,0.0,1,1,3
832,1,0.0,0.0,1,1,3
835,1,0.0,0.0,1,1,3
838,1,0.0,0.0,1,1,3
841,1,0.0,0.0,1,1,3
850,1,0.0,0.0,1,1,3
856,1,0.0,0.0,1,1,3
858,1,0.0,0.0,1,1,3
874,2,0.25,0.15384615384615385,1,1,3
877,2,0.125,0.3076923076923077,1,1,3
878,2,0.125,0.07692307692307693,1,1,3
879,2,0.0,0.0,1,1,3
882,2,0.0,0.0,1,1,3
883,2,0.0,0.0,1,1,3
885,2,0.0,0.0,1,1,3
886,2,0.0,0.0,1,1,3
887,2,0.0,0.0,1,1,3
892,2,0.0,0.0,1,1,3
896,2,0.25,0.15384615384615385,1,1,3
907,2,0.25,0.15384615384615385,1,1,3
909,2,0.0,0.07692307692307693,1,1,3
910,2,0.0,0.0,1,1,3
913,2,0.0,0.0,1,1,3
914,2,0.0,0.0,1,1,3
915,2,0.125,0.07692307692307693,1,1,3
916,2,0.0,0.0,1,1,3
920,2,0.0,0.0,1,1,3
922,2,0.0,0.0,1,1,3
928,2,0.25,0.15384615384615385,1,1,3
939,2,0.0,0.07692307692307693,1,1,3
942,2,0.0,0.0,1,1,3
946,2,0.0,0.0,1,1,3
947,2,0.0,0.0,1,1,3
948,2,0.0,0.07692307692307693,1,1,3
950,2,0.0,0.0,1,1,3
951,2,0.0,0.3076923076923077,1,1,3
953,2,0.0,0.07692307692307693,1,1,3
959,2,0.0,0.0,1,1,3
960,2,0.0,0.0,1,1,3
961,2,0.0,0.0,1,1,3
962,2,0.0,0.0,1,1,3
966,2,0.0,0.0,1,1,3
968,2,0.25,0.15384615384615385,1,1,3
970,2,0.125,0.3076923076923077,1,1,3
977,2,0.25,0.15384615384615385,1,1,3
978,2,0.25,0.15384615384615385,1,1,3
988,2,0.0,0.0,1,1,3
990,2,0.0,0.0,1,1,3
992,2,0.0,0.0,1,1,3
993,2,0.25,0.15384615384615385,1,1,3
998,2,0.0,0.0,1,1,3
1000,2,0.0,0.0,1,1,3
1003,2,0.25,0.0,1,1,3
1006,2,0.0,0.07692307692307693,1,1,3
1009,2,0.25,0.15384615384615385,1,1,3
1012,2,0.0,0.23076923076923078,1,1,3
1018,2,0.0,0.15384615384615385,1,1,3
1020,2,0.0,0.15384615384615385,1,1,3
1023,2,0.125,0.3076923076923077,1,1,3
1024,2,0.25,0.15384615384615385,1,1,3
1026,2,0.0,0.0,1,1,3
1032,2,0.0,0.0,1,1,3
1033,2,0.25,0.3076923076923077,1,1,3
1034,2,0.125,0.07692307692307693,1,1,3
1039,2,0.0,0.0,1,1,3
1043,2,0.25,0.15384615384615385,1,1,3
1045,2,0.0,0.0,1,1,3
1046,2,0.0,0.0,1,1,3
1054,3,0.25,0.15384615384615385,1,1,1
1055,3,0.125,0.07692307692307693,1,1,1
1056,3,0.125,0.3076923076923077,1,1,1
1057,3,0.125,0.07692307692307693,1,1,1
1060,3,0.0,0.0,0,0,0
1061,2,0.125,0.15384615384615385,0,0,2
1062,2,0.25,0.15384615384615385,0,0,2
1064,2,0.0,0.3076923076923077,1,1,3
1066,3,0.25,0.0,1,1,1
1067,3,0.125,0.23076923076923078,1,1,1
1068,3,0.0,0.0,0,0,0
1069,2,0.0,0.07692307692307693,0,0,2
1070,2,0.0,0.07692307692307693,0,0,2
1071,2,0.125,0.15384615384615385,0,0,2
1072,2,0.125,0.07692307692307693,1,0,2
1073,2,0.0,0.07692307692307693,0,0,2
1074,2,0.0,0.15384615384615385,1,1,3
1075,3,0.125,0.38461538461538464,0,0,0
1076,3,0.25,0.38461538461538464,1,1,1
1078,3,0.125,0.23076923076923078,1,1,1
1079,3,0.125,0.23076923076923078,1,1,1
1080,2,0.0,0.0,0,0,2
1082,2,0.0,0.07692307692307693,0,1,2
1083,3,0.125,0.23076923076923078,0,1,1
1084,3,0.125,0.23076923076923078,0,1,1
1086,3,0.125,0.3076923076923077,0,1,1
1087,3,0.0,0.23076923076923078,1,1,1
1088,3,0.125,0.3076923076923077,1,1,1
1089,3,0.0,0.23076923076923078,1,1,1
1090,3,0.0,0.23076923076923078,1,1,1
1091,2,0.125,0.3076923076923077,1,1,3
1093,3,0.0,0.23076923076923078,1,1,1
1095,3,0.0,0.3076923076923077,0,0,0
1096,3,0.0,0.38461538461538464,0,0,0
1097,3,0.0,0.38461538461538464,0,0,0
1098,3,0.0,0.3076923076923077,0,0,0
1099,3,0.0,0.3076923076923077,0,0,0
1100,3,0.125,0.23076923076923078,1,1,1
1101,3,0.125,0.15384615384615385,1,1,1
1102,3,0.125,0.38461538461538464,0,0,0
1103,3,0.25,0.5384615384615385,0,0,0
1104,3,0.125,0.3076923076923077,1,1,1
1105,3,0.125,0.3076923076923077,1,1,1
1106,3,0.125,0.3076923076923077,1,1,1
1107,3,0.125,0.23076923076923078,1,1,1
1108,3,0.125,0.23076923076923078,1,0,1
1109,3,0.0,0.23076923076923078,1,1,1
1110,3,0.0,0.15384615384615385,0,1,1
1111,3,0.25,0.38461538461538464,1,1,1
1112,3,0.125,0.23076923076923078,1,1,1
1114,3,0.125,0.38461538461538464,0,0,0
1115,3,0.125,0.38461538461538464,1,1,1
1116,3,0.0,0.3076923076923077,0,0,0
1117,3,0.0,0.23076923076923078,0,0,0
1118,3,0.0,0.23076923076923078,0,0,0
1119,3,0.0,0.38461538461538464,0,0,0
1120,2,0.0,0.23076923076923078,0,0,2
1121,3,0.0,0.0,0,0,0
1122,2,0.0,0.38461538461538464,0,0,2
1123,3,0.0,0.0,0,0,0
1124,3,0.0,0.0,0,0,0
1126,2,0.0,0.38461538461538464,0,0,2
1127,3,0.0,0.38461538461538464,0,0,0
1128,2,0.0,0.15384615384615385,0,0,2
1129,2,0.0,0.07692307692307693,0,0,2
1130,2,0.0,0.0,0,0,2
1132,2,0.0,0.07692307692307693,0,0,2
1134,2,0.0,0.23076923076923078,0,0,2
1136,2,0.0,0.23076923076923078,0,0,2
1137,2,0.0,0.15384615384615385,0,0,2
1138,2,0.0,0.23076923076923078,0,0,2
1139,3,0.0,0.15384615384615385,0,0,0
1142,3,0.0,0.38461538461538464,0,0,0
1143,2,0.0,0.0,0,0,2
1144,2,0.0,0.0,0,0,2
1145,1,0.0,0.0,1,1,3
1146,2,0.125,0.38461538461538464,1,1,3
1147,3,0.0,0.38461538461538464,0,0,0
1148,2,0.0,0.23076923076923078,0,0,2
1149,2,0.0,0.15384615384615385,0,0,2
1152,3,0.25,0.23076923076923078,1,1,1
1154,3,0.125,0.23076923076923078,0,0,0
1155,3,0.125,0.38461538461538464,0,0,0
1156,3,0.0,0.07692307692307693,0,0,0
1157,3,0.125,0.0,0,0,0
1158,3,0.125,0.0,0,0,0
1159,3,0.125,0.0,0,0,0
1160,3,0.0,0.0,0,0,0
1161,3,0.125,0.38461538461538464,0,0,0
1162,3,0.125,0.0,0,0,0
1163,3,0.125,0.0,0,0,0
1164,3,0.125,0.0,0,0,0
1165,2,0.25,0.0,0,0,2
1166,3,0.125,0.0,0,0,0
1167,3,0.125,0.07692307692307693,0,0,0
1168,3,0.0,0.15384615384615385,0,0,0
1169,3,0.125,0.23076923076923078,0,0,0
1170,2,0.125,0.07692307692307693,0,0,2
1171,2,0.0,0.07692307692307693,0,0,2
1172,2,0.125,0.07692307692307693,0,0,2
1174,2,0.125,0.3076923076923077,1,1,3
1175,2,0.0,0.15384615384615385,1,1,3
1176,2,0.125,0.3076923076923077,1,1,3
1177,2,0.125,0.3076923076923077,0,0,2
1178,2,0.125,0.3076923076923077,1,1,3
1179,2,0.125,0.3076923076923077,1,1,3
1180,3,0.125,0.3076923076923077,1,1,1
1181,3,0.125,0.38461538461538464,1,1,1
1182,3,0.125,0.38461538461538464,1,1,1
1183,3,0.0,0.6923076923076923,1,1,1
1184,2,0.0,0.15384615384615385,0,0,2
1185,3,0.125,0.23076923076923078,0,0,0
1186,3,0.125,0.3076923076923077,0,0,0
1187,3,0.25,0.15384615384615385,1,1,1
1188,3,0.0,0.23076923076923078,1,1,1
1189,3,0.25,0.4615384615384616,1,1,1
1190,3,0.125,0.38461538461538464,0,1,1
1191,1,0.0,0.0,0,0,2
1192,1,0.0,0.0,0,0,2
1193,1,0.0,0.0,0,0,2
1194,2,0.0,0.0,0,0,2
1195,1,0.0,0.0,0,0,2
1196,2,0.0,0.0,0,0,2
1197,2,0.0,0.0,0,0,2
1198,3,0.125,0.3076923076923077,0,0,0
1199,3,0.125,0.23076923076923078,0,0,0
1200,3,0.125,0.4615384615384616,0,0,0
1201,2,0.0,0.0,0,0,2
1202,3,0.125,0.0,0,0,0
1203,3,0.0,0.07692307692307693,0,0,0
1204,3,0.125,0.3076923076923077,0,0,0
1205,3,0.125,0.3076923076923077,0,0,0
1206,3,0.0,0.4615384615384616,0,0,0
1207,3,0.0,0.5384615384615385,0,0,0
1208,3,0.0,0.23076923076923078,0,0,0
1209,3,0.0,0.23076923076923078,0,0,0
1212,3,0.25,0.38461538461538464,0,0,0
1213,3,0.0,0.38461538461538464,0,0,0
1214,3,0.0,0.38461538461538464,0,0,0
1215,3,0.125,0.23076923076923078,0,0,0
1216,3,0.0,0.23076923076923078,0,0,0
1217,3,0.0,0.23076923076923078,0,0,0
1218,2,0.0,0.15384615384615385,0,0,2
1219,3,0.25,0.3076923076923077,0,0,0
1220,3,0.0,0.07692307692307693,0,0,0
1221,3,0.0,0.07692307692307693,0,0,0
1222,2,0.0,0.07692307692307693,0,0,2
1223,2,0.125,0.07692307692307693,0,0,2
1224,2,0.25,0.4615384615384616,1,1,3
1225,2,0.0,0.15384615384615385,1,1,3
1228,2,0.125,0.23076923076923078,1,1,3
1229,2,0.0,0.0,1,1,3
1231,3,0.0,0.15384615384615385,1,1,1
1232,3,0.0,0.23076923076923078,1,1,1
1233,3,0.0,0.23076923076923078,1,1,1
1234,3,0.125,0.23076923076923078,1,1,1
1235,3,0.0,0.23076923076923078,1,1,1
1236,2,0.0,0.0,1,1,3
1237,3,0.125,0.38461538461538464,1,1,1
1240,1,0.0,0.0,1,1,3
1241,1,0.0,0.0,1,1,3
1242,1,0.0,0.0,1,1,3
1243,3,0.125,0.15384615384615385,1,1,1
1244,3,0.125,0.3076923076923077,0,1,1
1245,2,0.25,0.38461538461538464,0,0,2
1247,2,0.125,0.15384615384615385,1,1,3
1248,2,0.0,0.15384615384615385,1,1,3
1249,2,0.125,0.0,1,1,3
1250,3,0.0,0.07692307692307693,1,1,1
1252,3,0.125,0.38461538461538464,1,1,1
1253,3,0.125,0.38461538461538464,1,1,1
1254,2,0.0,0.23076923076923078,1,1,3
1255,2,0.125,0.38461538461538464,1,1,3
1256,2,0.0,0.15384615384615385,1,1,3
1257,2,0.0,0.23076923076923078,1,1,3
1258,2,0.0,0.23076923076923078,1,1,3
1259,3,0.25,0.38461538461538464,1,1,1
1261,3,0.125,0.0,1,1,1
1262,3,0.0,0.23076923076923078,1,1,1
1263,3,0.0,0.0,1,1,1
1264,3,0.125,0.23076923076923078,1,1,1
1265,3,0.0,0.3076923076923077,1,1,1
1266,2,0.0,0.15384615384615385,1,1,3
1267,3,0.125,0.5384615384615385,1,1,1
1268,3,0.0,0.23076923076923078,1,1,1
1269,3,0.0,0.3076923076923077,1,1,1
1270,3,0.125,0.3076923076923077,1,1,1
1271,3,0.125,0.0,1,1,1
1272,3,0.125,0.38461538461538464,1,1,1
1275,1,0.0,0.0,1,1,3
1276,1,0.0,0.0,1,1,3
1277,1,0.0,0.0,1,1,3
1278,2,0.0,0.0,1,1,3
1279,2,0.0,0.0,1,1,3
1280,2,0.0,0.0,1,1,3
1282,3,0.0,0.23076923076923078,0,0,0
1283,2,0.0,0.15384615384615385,0,0,2
1284,2,0.0,0.15384615384615385,0,0,2
1285,3,0.0,0.0,0,0,0
1287,2,0.25,0.4615384615384616,0,0,2
1289,3,0.0,0.23076923076923078,1,1,1
1290,3,0.0,0.07692307692307693,0,0,0
1291,3,0.25,0.6153846153846154,0,0,0
1292,3,0.0,0.6923076923076923,0,0,0
1295,3,0.125,0.38461538461538464,0,0,0
1296,3,0.125,0.38461538461538464,0,0,0
1297,2,0.0,0.0,0,0,2
1298,2,0.0,0.0,0,0,2
1299,3,0.25,0.0,1,1,1
1300,3,0.0,0.0,0,0,0
1301,3,0.125,0.3076923076923077,0,0,0
1302,3,0.125,0.38461538461538464,0,0,0
1303,3,0.0,0.23076923076923078,0,0,0
1304,2,0.0,0.15384615384615385,0,0,2
1305,3,0.125,0.0,0,0,0
1306,2,0.125,0.38461538461538464,0,0,2
1307,2,0.125,0.38461538461538464,0,0,2
1308,3,0.25,0.15384615384615385,1,1,1
1309,3,0.125,0.3076923076923077,1,1,1
1310,3,0.125,0.23076923076923078,0,1,1
1311,3,0.125,0.38461538461538464,1,1,1
1312,3,0.125,0.23076923076923078,1,1,1
1313,3,0.125,0.3076923076923077,0,1,1
1314,3,0.125,0.38461538461538464,0,0,0
1315,1,0.0,0.0,1,1,3
1319,3,0.25,0.6923076923076923,0,1,1
1320,3,0.0,0.7692307692307694,0,0,0
1321,3,0.0,0.23076923076923078,0,0,0
1322,2,0.125,0.4615384615384616,0,0,2
1323,2,0.0,0.38461538461538464,0,0,2
1324,2,0.0,0.4615384615384616,1,1,3
1325,2,0.0,0.5384615384615385,0,0,2
1326,3,0.125,0.5384615384615385,0,0,0
1327,3,0.25,0.0,0,0,0
1328,1,0.0,0.0,0,0,2
1329,2,0.0,0.0,0,0,2
1330,3,0.0,0.15384615384615385,0,0,0
1331,2,0.0,0.07692307692307693,0,0,2
1332,2,0.0,0.15384615384615385,0,0,2
1334,3,0.0,0.23076923076923078,0,0,0
1335,3,0.25,0.38461538461538464,0,0,0
1336,3,0.125,0.3076923076923077,0,0,0
1337,3,0.0,0.23076923076923078,1,1,1
1338,3,0.125,0.23076923076923078,1,1,1
1339,3,0.0,0.15384615384615385,1,1,1
1340,2,0.125,0.38461538461538464,1,1,3
1341,2,0.125,0.38461538461538464,0,0,2
1342,3,0.125,0.07692307692307693,0,0,0
1343,3,0.0,0.15384615384615385,1,1,1
1344,2,0.125,0.07692307692307693,1,1,3
1346,3,0.0,0.23076923076923078,1,1,1
1347,3,0.125,0.0,1,1,1
1348,3,0.0,0.07692307692307693,1,1,1
1349,3,0.125,0.0,1,1,1
1350,3,0.0,0.0,1,1,1
1351,3,0.0,0.0,1,1,1
1352,3,0.0,0.15384615384615385,1,1,1
1353,2,0.0,0.0,0,0,2
1354,2,0.0,0.0,0,0,2
1355,2,0.125,0.15384615384615385,0,0,2
1356,2,0.0,0.0,0,0,2
1357,2,0.0,0.0,0,0,2
1358,2,0.0,0.0,0,0,2
1359,2,0.0,0.07692307692307693,0,0,2
1360,2,0.0,0.0,0,0,2
1361,2,0.0,0.0,0,0,2
1362,2,0.0,0.0,0,0,2
1363,2,0.0,0.0,0,0,2
1364,2,0.0,0.07692307692307693,0,0,2
1365,2,0.0,0.07692307692307693,0,0,2
1366,2,0.0,0.07692307692307693,0,0,2
1367,3,0.0,0.0,0,0,0
1368,3,0.0,0.0,0,0,0
1369,2,0.0,0.0,0,0,2
1370,2,0.0,0.0,0,0,2
1371,2,0.0,0.0,0,0,2
1372,2,0.0,0.07692307692307693,0,0,2
1373,2,0.0,0.07692307692307693,0,0,2
1374,2,0.0,0.15384615384615385,0,0,2
1375,2,0.0,0.0,0,0,2
1376,2,0.125,0.15384615384615385,0,0,2
1377,2,0.125,0.15384615384615385,0,0,2
1379,3,0.0,0.0,0,0,0
1383,2,0.25,0.15384615384615385,0,0,2
1384,3,0.0,0.3076923076923077,0,0,0
1386,3,0.125,0.23076923076923078,1,1,1
1387,2,0.0,0.07692307692307693,1,1,3
1388,2,0.0,0.15384615384615385,1,1,3
1389,2,0.0,0.07692307692307693,1,1,3
1390,2,0.25,0.4615384615384616,1,1,3
1391,2,0.125,0.07692307692307693,0,0,2
1392,1,0.0,0.0,1,1,3
1393,1,0.0,0.0,1,1,3
1394,3,0.125,0.07692307692307693,0,0,0
1395,1,0.0,0.0,1,1,3
1396,1,0.0,0.0,1,1,3
1397,2,0.0,0.0,1,1,3
1398,3,0.125,0.3076923076923077,0,0,0
1399,3,0.125,0.3076923076923077,0,0,0
1400,1,0.0,0.0,0,0,2
1401,1,0.0,0.0,0,0,2
1402,3,0.125,0.38461538461538464,0,0,0
1403,3,0.125,0.38461538461538464,0,0,0
1404,3,0.125,0.3076923076923077,0,0,0
1405,3,0.0,0.3076923076923077,0,0,0
1406,2,0.0,0.07692307692307693,0,0,2
1407,3,0.0,0.38461538461538464,0,0,0
1408,3,0.0,0.0,0,0,0
1409,1,0.0,0.0,1,1,3
1410,3,0.0,0.23076923076923078,0,0,0
1411,3,0.0,0.23076923076923078,0,0,0
1413,2,0.0,0.07692307692307693,0,0,2
1414,2,0.0,0.07692307692307693,0,0,2
1415,2,0.0,0.07692307692307693,0,0,2
1416,3,0.0,0.3076923076923077,0,0,0
1417,3,0.0,0.23076923076923078,0,0,0
1418,3,0.0,0.23076923076923078,0,0,0
1419,3,0.0,0.15384615384615385,0,0,0
1420,2,0.0,0.07692307692307693,0,0,2
1421,3,0.0,0.3076923076923077,0,0,0
1422,2,0.125,0.23076923076923078,0,0,2
1423,3,0.0,0.23076923076923078,1,1,1
1424,3,0.0,0.0,1,1,1
1425,3,0.0,0.23076923076923078,1,1,1
1426,2,0.0,0.23076923076923078,1,1,3
1427,3,0.0,0.23076923076923078,1,1,1
1428,3,0.25,0.4615384615384616,0,0,0
1429,2,0.0,0.07692307692307693,0,0,2
1430,3,0.125,0.38461538461538464,0,0,0
1432,2,0.0,0.15384615384615385,0,0,2
1433,3,0.125,0.4615384615384616,1,1,1
1434,3,0.0,0.3076923076923077,0,0,0
1435,2,0.0,0.0,1,1,3
1439,2,0.0,0.3076923076923077,1,1,3
1441,3,0.125,0.4615384615384616,0,0,0
1442,3,0.0,0.0,0,0,0
1444,3,0.125,0.23076923076923078,1,1,1
1446,3,0.125,0.0,0,0,0
1447,3,0.125,0.38461538461538464,1,1,1
1448,3,0.125,0.23076923076923078,1,1,1
1449,3,0.125,0.23076923076923078,1,1,1
1450,3,0.0,0.38461538461538464,0,0,0
1451,3,0.0,0.3076923076923077,0,0,0
1452,3,0.0,0.3076923076923077,0,0,0
1453,3,0.0,0.3076923076923077,0,0,0
1454,3,0.0,0.23076923076923078,0,0,0
1455,2,0.0,0.07692307692307693,0,0,2
1456,2,0.0,0.07692307692307693,0,0,2
1457,3,0.0,0.38461538461538464,0,0,0
1459,2,0.0,0.07692307692307693,0,0,2
1460,2,0.0,0.07692307692307693,0,0,2
1462,2,0.0,0.0,0,0,2
1463,2,0.0,0.07692307692307693,0,0,2
1464,3,0.25,0.23076923076923078,0,0,0
1465,1,0.0,0.0,1,1,3
1466,2,0.125,0.4615384615384616,1,1,3
1467,3,0.125,0.38461538461538464,1,1,1
1468,3,0.25,0.07692307692307693,1,1,1
1469,3,0.125,0.38461538461538464,0,1,1
1470,3,0.25,0.38461538461538464,1,1,1
1471,3,0.25,0.38461538461538464,1,1,1
1472,3,0.25,0.5384615384615385,1,1,1
1473,2,0.125,0.4615384615384616,0,0,2
1474,3,0.25,0.15384615384615385,1,1,1
1477,3,0.125,0.38461538461538464,0,1,1
1478,2,0.125,0.07692307692307693,1,1,3
1482,2,0.0,0.0,1,1,3
1485,3,0.125,0.5384615384615385,1,1,1
1487,3,0.125,0.3076923076923077,1,1,1
1491,1,0.0,0.0,1,1,3
1492,1,0.0,0.0,1,1,3
1493,3,0.125,0.3076923076923077,0,0,0
1495,1,0.0,0.0,1,1,3
1496,2,0.0,0.0,1,1,3
1497,3,0.0,0.3076923076923077,1,1,1
1499,2,0.125,0.23076923076923078,0,0,2
1501,3,0.0,0.23076923076923078,0,0,0
1502,3,0.0,0.0,0,0,0
1503,3,0.0,0.0,0,0,0
1504,3,0.0,0.0,0,0,0
1505,3,0.0,0.3076923076923077,0,0,0
1506,3,0.0,0.0,0,0,0
1507,1,0.0,0.0,0,0,2
1508,3,0.0,0.23076923076923078,0,0,0
1509,1,0.0,0.0,1,1,3
1510,3,0.0,0.3076923076923077,1,1,1
1511,3,0.0,0.23076923076923078,1,1,1
1512,3,0.0,0.3076923076923077,1,1,1
1513,3,0.0,0.15384615384615385,1,1,1
1514,3,0.0,0.0,1,1,1
1515,3,0.0,0.0,0,0,0
1516,3,0.125,0.3076923076923077,1,1,1
1518,3,0.0,0.15384615384615385,1,1,1
1519,1,0.0,0.0,0,0,2
1520,2,0.0,0.0,0,0,2
1521,3,0.0,0.23076923076923078,0,0,0
1522,3,0.25,0.3076923076923077,0,0,0
1523,3,0.125,0.3076923076923077,0,0,0
1524,3,0.0,0.0,0,0,0
1525,3,0.0,0.23076923076923078,0,0,0
1526,3,0.25,0.0,0,0,0
1527,2,0.0,0.38461538461538464,1,1,3
1528,3,0.125,0.38461538461538464,1,1,1
1529,3,0.125,0.38461538461538464,0,0,0
1530,3,0.25,0.4615384615384616,0,0,0
1532,3,0.125,0.38461538461538464,0,0,0
1533,3,0.125,0.38461538461538464,1,1,1
1534,2,0.0,0.07692307692307693,0,0,2
1535,3,0.0,0.3076923076923077,0,0,0
1536,2,0.0,0.07692307692307693,0,0,2
1537,2,0.0,0.07692307692307693,0,0,2
1541,3,0.125,0.38461538461538464,0,0,0
1542,3,0.125,0.23076923076923078,0,0,0
1543,2,0.25,0.0,1,1,3
1544,2,0.0,0.0,1,1,3
1545,3,0.0,0.15384615384615385,0,0,0
1546,3,0.25,0.0,0,0,0
1547,3,0.125,0.23076923076923078,0,0,0
1548,3,0.0,0.23076923076923078,0,0,0
1549,3,0.125,0.3076923076923077,0,0,0
1550,3,0.125,0.3076923076923077,0,0,0
1551,3,0.25,0.3076923076923077,0,0,0
1552,3,0.125,0.3076923076923077,0,0,0
1555,3,0.25,0.38461538461538464,0,0,0
1556,3,0.125,0.38461538461538464,0,0,0
1559,3,0.125,0.38461538461538464,0,0,0
1560,3,0.125,0.38461538461538464,0,0,0
1561,2,0.125,0.4615384615384616,0,0,2
1562,3,0.125,0.4615384615384616,0,0,0
1563,3,0.125,0.4615384615384616,0,0,0
1565,3,0.125,0.38461538461538464,0,0,0
1566,3,0.125,0.38461538461538464,0,0,0
1567,3,0.125,0.5384615384615385,0,0,0
1568,3,0.0,0.23076923076923078,0,0,0
1572,2,0.0,0.0,0,0,2
1573,3,0.0,0.15384615384615385,0,0,0
1574,2,0.25,0.0,1,1,3
1577,2,0.25,0.0,1,1,3
1578,2,0.125,0.15384615384615385,0,0,2
1579,3,0.125,0.23076923076923078,0,0,0
1580,3,0.0,0.23076923076923078,0,0,0
1581,3,0.0,0.23076923076923078,0,0,0
1582,3,0.25,0.6153846153846154,0,0,0
1583,3,0.0,0.3076923076923077,0,0,0
1585,3,0.0,0.4615384615384616,0,0,0
1588,2,0.0,0.07692307692307693,0,0,2
1589,2,0.0,0.07692307692307693,0,0,2
1590,3,0.0,0.07692307692307693,0,0,0
1593,3,0.125,0.07692307692307693,0,0,0
1594,3,0.0,0.23076923076923078,0,0,0
1595,3,0.125,0.07692307692307693,0,0,0
1597,3,0.125,0.07692307692307693,0,0,0
1599,2,0.0,0.23076923076923078,0,0,2
1600,2,0.0,0.07692307692307693,0,0,2
1601,2,0.0,0.07692307692307693,0,0,2
1602,2,0.0,0.0,0,0,2
1604,2,0.0,0.0,0,0,2
1605,3,0.0,0.0,0,0,0
1608,2,0.0,0.0,0,0,2
1610,2,0.0,0.07692307692307693,0,0,2
1611,3,0.125,0.3076923076923077,0,0,0
1612,3,0.25,0.0,1,1,1
1615,3,0.25,0.0,1,1,1
1619,3,0.125,0.07692307692307693,0,0,0
1620,1,0.0,0.0,1,1,3
1621,3,0.125,0.3076923076923077,0,0,0
1622,3,0.125,0.5384615384615385,1,1,1
1623,3,0.125,0.38461538461538464,0,1,1
1624,2,0.25,0.3076923076923077,1,1,3
1625,2,0.125,0.15384615384615385,0,0,2
1626,3,0.125,0.3076923076923077,0,0,0
1627,3,0.125,0.38461538461538464,1,1,1
1628,3,0.125,0.38461538461538464,1,1,1
1629,3,0.125,0.3076923076923077,1,0,1
1630,3,0.125,0.3076923076923077,1,0,1
1631,3,0.125,0.38461538461538464,1,1,1
1633,3,0.125,0.38461538461538464,1,1,1
1634,3,0.125,0.5384615384615385,1,1,1
1637,2,0.125,0.07692307692307693,0,0,2
1638,3,0.125,0.3076923076923077,0,0,0
1640,3,0.0,0.0,0,0,0
1641,3,0.0,0.3076923076923077,0,0,0
1642,3,0.0,0.5384615384615385,0,0,0
1644,3,0.0,0.38461538461538464,0,0,0
1645,2,0.0,0.38461538461538464,0,0,2
1647,3,0.0,0.38461538461538464,0,0,0
1651,3,0.0,0.3076923076923077,1,1,1
1653,2,0.25,0.5384615384615385,1,1,3
1656,3,0.0,0.3076923076923077,0,0,0
1657,3,0.125,0.23076923076923078,0,0,0
1658,2,0.0,0.0,0,0,2
1659,2,0.0,0.0,0,0,2
1660,1,0.0,0.0,0,0,2
1661,3,0.25,0.0,0,0,0
1662,3,0.125,0.38461538461538464,0,0,0
1663,3,0.25,0.38461538461538464,0,0,0
1664,3,0.125,0.38461538461538464,0,0,0
1665,3,0.125,0.38461538461538464,0,0,0
1666,3,0.125,0.38461538461538464,0,0,0
1667,3,0.25,0.38461538461538464,0,0,0
1668,3,0.125,0.38461538461538464,0,0,0
1669,3,0.125,0.38461538461538464,0,0,0
1670,3,0.125,0.4615384615384616,0,0,0
1671,3,0.25,0.5384615384615385,0,0,0
1672,3,0.125,0.5384615384615385,0,0,0
1673,3,0.25,0.5384615384615385,0,0,0
1676,3,0.125,0.0,1,1,1
1677,2,0.0,0.0,1,1,3
1682,1,0.0,0.0,0,0,2
1683,2,0.125,0.23076923076923078,0,0,2
1684,2,0.125,0.15384615384615385,0,0,2
1685,3,0.125,0.3076923076923077,0,0,0
1686,3,0.0,0.3076923076923077,0,0,0
1687,2,0.125,0.6153846153846154,1,1,3
1688,3,0.125,0.38461538461538464,1,1,1
1690,3,0.125,0.38461538461538464,0,0,0
1691,3,0.125,0.4615384615384616,1,1,1
1692,3,0.25,0.4615384615384616,1,1,1
1693,3,0.0,0.5384615384615385,0,0,0
1694,3,0.0,0.38461538461538464,0,0,0
1695,3,0.0,0.38461538461538464,0,0,0
1696,3,0.0,0.3076923076923077,0,0,0
1697,3,0.0,0.6923076923076923,0,0,0
1698,3,0.0,0.38461538461538464,0,0,0
1699,2,0.0,0.07692307692307693,0,0,2
